epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
112,16709.3,1.06696,2.10357,0.72265,0.9931,0,0.45582,0.21453,0.22106,0.13702,0.4167,0.19768,0.2011,0.10882,1.25683,2.51957,0.822,1.06029,0,7.25275e-05,7.25275e-05,7.25275e-05
113,16883.1,1.06596,2.1034,0.71969,0.99573,0,0.45176,0.21915,0.22189,0.13717,0.41479,0.19764,0.20121,0.10902,1.25637,2.52193,0.82146,1.06046,0,7.228e-05,7.228e-05,7.228e-05
114,17054.4,1.06278,2.09499,0.71745,0.99228,0,0.44512,0.21969,0.22218,0.13707,0.42243,0.19564,0.20126,0.10897,1.25682,2.5237,0.821,1.06113,0,7.20325e-05,7.20325e-05,7.20325e-05
115,17226.1,1.06441,2.09095,0.71531,0.9947,0,0.43822,0.2208,0.22241,0.13692,0.41861,0.19487,0.2009,0.10904,1.25786,2.51475,0.82044,1.06154,0,7.1785e-05,7.1785e-05,7.1785e-05
116,17397.2,1.06668,2.09777,0.71832,0.99404,0,0.4356,0.22115,0.2222,0.13705,0.40826,0.19762,0.20117,0.10883,1.25772,2.51578,0.82047,1.06166,0,7.15375e-05,7.15375e-05,7.15375e-05
117,17570.2,1.06566,2.09635,0.71387,0.99073,0,0.45751,0.21301,0.22177,0.13725,0.41293,0.19749,0.20173,0.10928,1.25799,2.51427,0.82033,1.06218,0,7.129e-05,7.129e-05,7.129e-05
118,17745.8,1.06387,2.08858,0.7153,0.99051,0,0.44674,0.21699,0.22133,0.13702,0.40891,0.19812,0.20075,0.10896,1.25749,2.51463,0.81838,1.06208,0,7.10425e-05,7.10425e-05,7.10425e-05
119,17926.7,1.06387,2.09027,0.71265,0.99208,0,0.44909,0.21756,0.2216,0.13705,0.40846,0.19807,0.20106,0.10913,1.25822,2.51092,0.81767,1.06233,0,7.0795e-05,7.0795e-05,7.0795e-05
120,18103.2,1.06579,2.08987,0.7136,0.99105,0,0.42875,0.22217,0.2219,0.13727,0.41335,0.19872,0.20098,0.10897,1.2595,2.51148,0.81744,1.06343,0,7.05475e-05,7.05475e-05,7.05475e-05
121,18272.2,1.06284,2.09609,0.71305,0.99157,0,0.44652,0.21917,0.22169,0.13738,0.41239,0.19884,0.2013,0.10927,1.2603,2.51157,0.81733,1.06432,0,7.03e-05,7.03e-05,7.03e-05
122,18447.2,1.05713,2.08261,0.71118,0.9903,0,0.43893,0.22022,0.22185,0.13725,0.40846,0.201,0.20132,0.10957,1.26165,2.51296,0.81763,1.0647,0,7.00525e-05,7.00525e-05,7.00525e-05
123,18618.7,1.05857,2.08399,0.70848,0.9902,0,0.43035,0.2218,0.22192,0.13734,0.40265,0.19957,0.20123,0.1097,1.26183,2.51419,0.81702,1.06475,0,6.9805e-05,6.9805e-05,6.9805e-05
124,18801.4,1.05666,2.0753,0.70669,0.98874,0,0.43381,0.2207,0.22235,0.1376,0.39727,0.20104,0.20165,0.10984,1.26197,2.51226,0.81692,1.06449,0,6.95575e-05,6.95575e-05,6.95575e-05
125,18991,1.05551,2.0784,0.70496,0.98697,0,0.42837,0.22444,0.22206,0.1374,0.38752,0.2041,0.20147,0.10987,1.26177,2.5135,0.81766,1.06494,0,6.931e-05,6.931e-05,6.931e-05
126,19170.4,1.06134,2.08193,0.70655,0.98962,0,0.4213,0.22433,0.22256,0.13762,0.38121,0.2014,0.20096,0.1096,1.26226,2.51742,0.81701,1.06537,0,6.90625e-05,6.90625e-05,6.90625e-05
127,19344.9,1.05309,2.07035,0.70642,0.98696,0,0.43152,0.22359,0.22191,0.13743,0.38664,0.20231,0.20093,0.10958,1.26195,2.51835,0.81695,1.06531,0,6.8815e-05,6.8815e-05,6.8815e-05
128,19523.4,1.05282,2.05926,0.70367,0.9892,0,0.43685,0.22409,0.22175,0.13759,0.39987,0.20006,0.20124,0.10975,1.26202,2.51784,0.8167,1.06589,0,6.85675e-05,6.85675e-05,6.85675e-05
129,19713.7,1.0575,2.06998,0.70369,0.98682,0,0.43722,0.21937,0.22111,0.13752,0.4009,0.2003,0.20069,0.10946,1.26291,2.51882,0.81679,1.06661,0,6.832e-05,6.832e-05,6.832e-05
130,19906.7,1.0516,2.06739,0.7007,0.98663,0,0.44019,0.21971,0.22126,0.1373,0.40642,0.1997,0.20103,0.10947,1.26294,2.51862,0.81722,1.06646,0,6.80725e-05,6.80725e-05,6.80725e-05
131,20090.3,1.04834,2.05796,0.69836,0.98392,0,0.44139,0.21979,0.22213,0.13747,0.4028,0.20146,0.20118,0.10938,1.26254,2.5198,0.81672,1.06692,0,6.7825e-05,6.7825e-05,6.7825e-05
132,20276.7,1.05192,2.06813,0.7028,0.98633,0,0.44448,0.21933,0.2217,0.13746,0.40662,0.20009,0.20096,0.10921,1.26266,2.51927,0.81663,1.067,0,6.75775e-05,6.75775e-05,6.75775e-05
133,20470.8,1.05404,2.06511,0.69955,0.98563,0,0.44136,0.21966,0.22132,0.13744,0.39984,0.19938,0.20099,0.10906,1.26187,2.521,0.81698,1.06686,0,6.733e-05,6.733e-05,6.733e-05
134,20652.8,1.05298,2.06649,0.70115,0.98561,0,0.43825,0.22065,0.22105,0.13739,0.39868,0.19867,0.20111,0.10908,1.26263,2.52229,0.81723,1.06705,0,6.70825e-05,6.70825e-05,6.70825e-05
135,20841.4,1.05168,2.06349,0.70005,0.98574,0,0.43683,0.21948,0.22094,0.13732,0.39716,0.19874,0.20032,0.10899,1.26317,2.52241,0.81784,1.06721,0,6.6835e-05,6.6835e-05,6.6835e-05
136,21031.1,1.0461,2.05923,0.69427,0.98386,0,0.43591,0.22205,0.22152,0.13735,0.3987,0.19753,0.19995,0.10903,1.26375,2.52022,0.81779,1.0676,0,6.65875e-05,6.65875e-05,6.65875e-05
137,21219.5,1.04643,2.0533,0.69498,0.98333,0,0.43388,0.22305,0.22184,0.13757,0.39334,0.19744,0.19995,0.10894,1.26378,2.52049,0.81762,1.06751,0,6.634e-05,6.634e-05,6.634e-05
138,21396.4,1.04583,2.05569,0.69316,0.983,0,0.43112,0.22143,0.22149,0.13767,0.39144,0.19683,0.19989,0.109,1.26425,2.52359,0.81774,1.06777,0,6.60925e-05,6.60925e-05,6.60925e-05
139,21584.3,1.04388,2.04728,0.69269,0.98162,0,0.43244,0.2219,0.22193,0.13778,0.3882,0.19949,0.20026,0.10898,1.26435,2.52378,0.81852,1.0677,0,6.5845e-05,6.5845e-05,6.5845e-05
140,21772.8,1.04866,2.05239,0.69472,0.98295,0,0.43363,0.22269,0.22186,0.13762,0.39095,0.19928,0.20068,0.10904,1.26414,2.52199,0.81842,1.06751,0,6.55975e-05,6.55975e-05,6.55975e-05
141,21965.9,1.03962,2.04198,0.68892,0.98077,0,0.4364,0.22214,0.22189,0.13768,0.39511,0.20045,0.20158,0.10959,1.26411,2.52228,0.81859,1.06755,0,6.535e-05,6.535e-05,6.535e-05
142,22172.8,1.04303,2.05275,0.69053,0.98073,0,0.43506,0.22163,0.22217,0.13762,0.40009,0.20073,0.20196,0.10976,1.26322,2.52167,0.81808,1.06692,0,6.51025e-05,6.51025e-05,6.51025e-05
143,22380.7,1.04539,2.0453,0.69039,0.98071,0,0.43512,0.22224,0.22263,0.13776,0.38193,0.20527,0.20227,0.10977,1.2626,2.52143,0.81751,1.06667,0,6.4855e-05,6.4855e-05,6.4855e-05
144,22578.6,1.04335,2.04243,0.69045,0.97924,0,0.4301,0.22325,0.22304,0.13793,0.38466,0.20527,0.20248,0.10981,1.26252,2.51896,0.81737,1.06676,0,6.46075e-05,6.46075e-05,6.46075e-05
145,22772.9,1.04033,2.04031,0.68822,0.9802,0,0.4302,0.22295,0.22317,0.13795,0.38084,0.20607,0.20294,0.10973,1.26296,2.51979,0.81755,1.06718,0,6.436e-05,6.436e-05,6.436e-05
146,22952.6,1.03886,2.04135,0.68627,0.98024,0,0.43147,0.22185,0.22297,0.1378,0.38767,0.20477,0.20278,0.10985,1.26313,2.51937,0.81721,1.06743,0,6.41125e-05,6.41125e-05,6.41125e-05
147,23133.5,1.04487,2.0474,0.68834,0.98156,0,0.43806,0.22049,0.22321,0.13787,0.39583,0.20264,0.20266,0.1098,1.26304,2.51918,0.81699,1.06753,0,6.3865e-05,6.3865e-05,6.3865e-05
148,23307.8,1.0382,2.03626,0.68648,0.97971,0,0.43986,0.22025,0.22301,0.13778,0.39541,0.20321,0.20279,0.10988,1.2638,2.51887,0.81717,1.06781,0,6.36175e-05,6.36175e-05,6.36175e-05
149,23483.9,1.03617,2.03037,0.68177,0.97813,0,0.44303,0.21984,0.22298,0.13789,0.3942,0.20338,0.20286,0.10956,1.26402,2.5199,0.81715,1.06796,0,6.337e-05,6.337e-05,6.337e-05
150,23652.5,1.03645,2.03207,0.68116,0.97903,0,0.44003,0.22099,0.22308,0.13799,0.39574,0.20412,0.20373,0.10968,1.26448,2.52052,0.81745,1.06828,0,6.31225e-05,6.31225e-05,6.31225e-05
151,23818.8,1.04055,2.03493,0.68479,0.97939,0,0.43692,0.21992,0.22277,0.13776,0.39515,0.20431,0.20384,0.10967,1.26529,2.52042,0.81771,1.06883,0,6.2875e-05,6.2875e-05,6.2875e-05
152,23983.6,1.03626,2.03087,0.68124,0.97799,0,0.43832,0.22041,0.22329,0.13781,0.385,0.20565,0.20324,0.10962,1.2652,2.52062,0.81746,1.06892,0,6.26275e-05,6.26275e-05,6.26275e-05
153,24141.9,1.03048,2.02407,0.68096,0.97689,0,0.43748,0.22098,0.22351,0.13785,0.38086,0.20574,0.20326,0.10968,1.2654,2.52123,0.8171,1.06897,0,6.238e-05,6.238e-05,6.238e-05
154,24298.6,1.03494,2.02713,0.68065,0.97599,0,0.41593,0.2258,0.22289,0.13759,0.37957,0.20765,0.20375,0.10991,1.2659,2.52133,0.81719,1.06936,0,6.21325e-05,6.21325e-05,6.21325e-05
155,24440.9,1.0341,2.02667,0.68156,0.97735,0,0.44503,0.21935,0.22286,0.13765,0.39539,0.20434,0.20388,0.11013,1.26631,2.52103,0.81709,1.06946,0,6.1885e-05,6.1885e-05,6.1885e-05
156,24592,1.03427,2.02531,0.67809,0.97434,0,0.44027,0.22005,0.22258,0.13758,0.39455,0.20491,0.20354,0.10971,1.26656,2.52122,0.81689,1.06947,0,6.16375e-05,6.16375e-05,6.16375e-05
157,24752.9,1.03,2.01763,0.67297,0.97319,0,0.45043,0.21877,0.22311,0.13771,0.42569,0.19923,0.20362,0.10975,1.26682,2.52205,0.81675,1.0699,0,6.139e-05,6.139e-05,6.139e-05
158,24909.2,1.03572,2.0307,0.68141,0.97855,0,0.44916,0.2184,0.2231,0.13777,0.43065,0.19739,0.20358,0.10968,1.26702,2.52145,0.81667,1.07013,0,6.11425e-05,6.11425e-05,6.11425e-05
159,25061.8,1.0286,2.01296,0.67551,0.97544,0,0.44612,0.21943,0.22318,0.13767,0.42895,0.19786,0.2034,0.10962,1.26765,2.52083,0.81665,1.0704,0,6.0895e-05,6.0895e-05,6.0895e-05
160,25219.2,1.02878,2.0245,0.67572,0.97558,0,0.45786,0.21755,0.2234,0.13774,0.42634,0.19754,0.20326,0.10956,1.26782,2.52035,0.81668,1.07061,0,6.06475e-05,6.06475e-05,6.06475e-05
161,25374.4,1.0273,2.01579,0.67464,0.97556,0,0.45439,0.2178,0.22338,0.13776,0.42043,0.19789,0.20281,0.10933,1.26819,2.52036,0.81658,1.07064,0,6.04e-05,6.04e-05,6.04e-05
162,25533.4,1.02791,2.01297,0.67209,0.9729,0,0.45139,0.21831,0.22314,0.13771,0.41616,0.19762,0.20286,0.10926,1.26857,2.52123,0.81622,1.07084,0,6.01525e-05,6.01525e-05,6.01525e-05
163,25693.8,1.02844,2.00515,0.67133,0.97304,0,0.45321,0.21739,0.22291,0.13782,0.41669,0.19733,0.20288,0.10925,1.26884,2.52131,0.81636,1.07086,0,5.9905e-05,5.9905e-05,5.9905e-05
164,25848.6,1.03297,2.01647,0.67865,0.97644,0,0.45955,0.21664,0.22248,0.13768,0.41827,0.19844,0.20375,0.10929,1.26882,2.52175,0.81644,1.07072,0,5.96575e-05,5.96575e-05,5.96575e-05
165,26006,1.02968,2.01959,0.67244,0.97395,0,0.45131,0.21816,0.22326,0.13775,0.41746,0.1983,0.20367,0.1094,1.26914,2.52385,0.81659,1.07105,0,5.941e-05,5.941e-05,5.941e-05
166,26160.6,1.02216,2.00516,0.66815,0.97117,0,0.45116,0.21823,0.2232,0.13787,0.41957,0.19874,0.20369,0.1094,1.26945,2.5233,0.8166,1.07116,0,5.91625e-05,5.91625e-05,5.91625e-05
167,26315.6,1.02554,2.00442,0.67222,0.97291,0,0.45045,0.21785,0.22305,0.13782,0.41566,0.19928,0.20349,0.10934,1.26976,2.52422,0.81659,1.07141,0,5.8915e-05,5.8915e-05,5.8915e-05
168,26471.6,1.02688,2.00831,0.67091,0.9705,0,0.45355,0.21747,0.22317,0.13782,0.41929,0.1981,0.20372,0.10933,1.26956,2.52385,0.81646,1.07125,0,5.86675e-05,5.86675e-05,5.86675e-05
169,26629,1.02232,2.00191,0.66725,0.97106,0,0.45271,0.21735,0.22344,0.13793,0.42053,0.19776,0.20373,0.10943,1.26948,2.5234,0.8167,1.07105,0,5.842e-05,5.842e-05,5.842e-05
170,26781.8,1.01983,1.98835,0.66358,0.96979,0,0.45567,0.21735,0.22355,0.13785,0.42267,0.19756,0.20379,0.10944,1.26947,2.52477,0.81676,1.07112,0,5.81725e-05,5.81725e-05,5.81725e-05
171,26933.8,1.0237,2.00201,0.66593,0.97076,0,0.45361,0.21744,0.2236,0.13785,0.41957,0.19787,0.20369,0.10951,1.26978,2.52614,0.81683,1.07141,0,5.7925e-05,5.7925e-05,5.7925e-05
172,27092.1,1.02255,2.0023,0.6675,0.9715,0,0.45422,0.21768,0.2234,0.13787,0.42099,0.19764,0.20368,0.10961,1.26963,2.52608,0.8165,1.0713,0,5.76775e-05,5.76775e-05,5.76775e-05
173,27260.6,1.02621,2.01374,0.66707,0.97209,0,0.45438,0.21784,0.22366,0.13795,0.42267,0.1985,0.20377,0.10965,1.26971,2.52538,0.81653,1.07114,0,5.743e-05,5.743e-05,5.743e-05
174,27416.8,1.0224,2.00155,0.66535,0.97162,0,0.4536,0.21836,0.22393,0.13794,0.42416,0.19868,0.20392,0.10973,1.26986,2.52671,0.81659,1.0714,0,5.71825e-05,5.71825e-05,5.71825e-05
175,27582.6,1.0231,2.00241,0.66539,0.97055,0,0.45287,0.21827,0.22358,0.13793,0.42187,0.19888,0.204,0.10981,1.26982,2.52692,0.81654,1.07128,0,5.6935e-05,5.6935e-05,5.6935e-05
176,27752.4,1.01945,1.98738,0.66136,0.96834,0,0.45528,0.21833,0.2238,0.13797,0.47337,0.19924,0.20422,0.10974,1.27007,2.52845,0.81666,1.07138,0,5.66875e-05,5.66875e-05,5.66875e-05
177,27913.9,1.02157,1.99257,0.66488,0.96947,0,0.45489,0.21849,0.2235,0.13781,0.47411,0.19866,0.20379,0.10978,1.27032,2.52797,0.81679,1.07164,0,5.644e-05,5.644e-05,5.644e-05
178,28076.9,1.01363,1.97629,0.65824,0.96859,0,0.45339,0.22089,0.22373,0.13787,0.47509,0.19865,0.20386,0.10984,1.27057,2.52808,0.81675,1.07179,0,5.61925e-05,5.61925e-05,5.61925e-05
179,28240.6,1.01647,1.98797,0.66232,0.96818,0,0.45544,0.22106,0.22404,0.13791,0.47635,0.19845,0.20395,0.10972,1.27059,2.52898,0.81646,1.0719,0,5.5945e-05,5.5945e-05,5.5945e-05
180,28399.6,1.01511,1.97804,0.66045,0.96794,0,0.45527,0.2209,0.22404,0.13795,0.47775,0.19876,0.20404,0.10989,1.27082,2.52782,0.81674,1.07199,0,5.56975e-05,5.56975e-05,5.56975e-05
181,28561,1.01312,1.97697,0.65469,0.96652,0,0.45551,0.22073,0.22409,0.13798,0.47544,0.19786,0.20317,0.10985,1.27096,2.52659,0.81671,1.07214,0,5.545e-05,5.545e-05,5.545e-05
182,28721.5,1.01113,1.97166,0.65476,0.96652,0,0.45451,0.22101,0.2243,0.13796,0.4738,0.19813,0.20302,0.1098,1.27111,2.52753,0.81693,1.07224,0,5.52025e-05,5.52025e-05,5.52025e-05
183,28896.2,1.01548,1.98893,0.65865,0.96715,0,0.51316,0.22014,0.22423,0.13803,0.47429,0.19803,0.20307,0.10982,1.27153,2.52768,0.81696,1.07245,0,5.4955e-05,5.4955e-05,5.4955e-05
184,29073,1.01486,1.99053,0.65828,0.96828,0,0.52396,0.21871,0.22387,0.13807,0.47686,0.19743,0.20327,0.10984,1.27141,2.52814,0.81705,1.0725,0,5.47075e-05,5.47075e-05,5.47075e-05
185,29241.2,1.01188,1.96893,0.65404,0.96583,0,0.52103,0.21913,0.22419,0.13803,0.47557,0.19779,0.20312,0.10979,1.27145,2.52756,0.81708,1.07241,0,5.446e-05,5.446e-05,5.446e-05
186,29410.2,1.01091,1.97871,0.65494,0.96485,0,0.52204,0.21857,0.224,0.13799,0.47503,0.19756,0.20262,0.10978,1.2717,2.52889,0.81733,1.07247,0,5.42125e-05,5.42125e-05,5.42125e-05
187,29578.7,1.01342,1.98492,0.65836,0.96686,0,0.51985,0.21903,0.224,0.13802,0.47393,0.19726,0.20246,0.10985,1.27211,2.53002,0.81735,1.07274,0,5.3965e-05,5.3965e-05,5.3965e-05
188,29736.9,1.01328,1.98725,0.65529,0.96567,0,0.51948,0.21839,0.22378,0.13782,0.47482,0.19708,0.20184,0.10969,1.27245,2.52953,0.81764,1.07285,0,5.37175e-05,5.37175e-05,5.37175e-05
189,29897.5,1.00951,1.96967,0.65328,0.96549,0,0.51977,0.21825,0.22353,0.13796,0.47443,0.19697,0.20171,0.10969,1.27259,2.53004,0.81753,1.07288,0,5.347e-05,5.347e-05,5.347e-05
190,30056.3,1.00677,1.97072,0.65301,0.96482,0,0.52162,0.21743,0.22385,0.13778,0.47386,0.19624,0.20148,0.10957,1.27273,2.53006,0.81759,1.07295,0,5.32225e-05,5.32225e-05,5.32225e-05
191,30214.1,1.00936,1.97069,0.65175,0.96536,0,0.52324,0.21716,0.22385,0.13785,0.48427,0.19362,0.20119,0.10954,1.27279,2.52991,0.81743,1.07305,0,5.2975e-05,5.2975e-05,5.2975e-05
192,30382.4,1.00818,1.97462,0.65307,0.96457,0,0.5029,0.2218,0.22372,0.1379,0.48133,0.19344,0.2007,0.10934,1.27294,2.53034,0.81729,1.07325,0,5.27275e-05,5.27275e-05,5.27275e-05
193,30540.4,1.00884,1.97216,0.6525,0.96524,0,0.51318,0.21936,0.22356,0.1379,0.48572,0.19281,0.20085,0.10941,1.27346,2.53004,0.81744,1.07352,0,5.248e-05,5.248e-05,5.248e-05
194,30701.6,1.00414,1.96715,0.64773,0.96204,0,0.51475,0.21861,0.22356,0.13797,0.48709,0.19255,0.20072,0.10953,1.27354,2.52983,0.81741,1.07352,0,5.22325e-05,5.22325e-05,5.22325e-05
195,30864.5,1.00642,1.96565,0.64836,0.96235,0,0.51295,0.21916,0.22323,0.13787,0.48719,0.19273,0.20095,0.10958,1.27359,2.52959,0.81752,1.07347,0,5.1985e-05,5.1985e-05,5.1985e-05
196,31027.1,1.0079,1.97238,0.65079,0.96406,0,0.51288,0.21905,0.22339,0.13803,0.48722,0.19283,0.20068,0.10951,1.2735,2.52976,0.81738,1.07343,0,5.17375e-05,5.17375e-05,5.17375e-05
197,31192.8,1.00324,1.95367,0.64579,0.96192,0,0.51557,0.21874,0.22347,0.13805,0.48561,0.19286,0.20092,0.10956,1.27348,2.52913,0.81751,1.07349,0,5.149e-05,5.149e-05,5.149e-05
198,31360.9,1.00306,1.95695,0.64793,0.96107,0,0.51357,0.2192,0.2234,0.13789,0.48413,0.19288,0.20065,0.10948,1.27355,2.52955,0.81766,1.07348,0,5.12425e-05,5.12425e-05,5.12425e-05
199,31523.4,1.00682,1.96345,0.64717,0.96289,0,0.51735,0.21883,0.22356,0.138,0.48475,0.19303,0.20095,0.10946,1.27348,2.52966,0.81753,1.07346,0,5.0995e-05,5.0995e-05,5.0995e-05
200,31688.3,1.0081,1.96742,0.64743,0.96221,0,0.51648,0.21889,0.2234,0.13782,0.48502,0.19273,0.2007,0.10938,1.2738,2.53036,0.81763,1.07353,0,5.07475e-05,5.07475e-05,5.07475e-05
201,31864.7,1.00179,1.96296,0.64672,0.96202,0,0.51469,0.21877,0.22292,0.13795,0.48381,0.19291,0.20071,0.10948,1.27372,2.53029,0.8176,1.07335,0,5.05e-05,5.05e-05,5.05e-05
202,32026.9,1.00282,1.95419,0.64559,0.9618,0,0.51622,0.21872,0.22294,0.13799,0.48581,0.19301,0.20084,0.10939,1.27372,2.53098,0.8176,1.07328,0,5.02525e-05,5.02525e-05,5.02525e-05
203,32193.7,1.00375,1.95436,0.64679,0.96184,0,0.50413,0.22056,0.22364,0.13818,0.48468,0.19339,0.2007,0.10945,1.27404,2.53198,0.8179,1.07344,0,5.0005e-05,5.0005e-05,5.0005e-05
204,32364.7,1.00005,1.95096,0.64414,0.96172,0,0.51463,0.21848,0.22314,0.13797,0.48722,0.19305,0.20077,0.10952,1.27421,2.53142,0.81778,1.07345,0,4.97575e-05,4.97575e-05,4.97575e-05
205,32530.1,1.0024,1.96062,0.64432,0.96059,0,0.50441,0.2205,0.22387,0.13808,0.47958,0.19398,0.20094,0.10942,1.27443,2.53145,0.81812,1.0735,0,4.951e-05,4.951e-05,4.951e-05
206,32696,1.00452,1.96459,0.64357,0.96239,0,0.50214,0.22073,0.22363,0.13803,0.48821,0.19301,0.20074,0.1095,1.27443,2.53145,0.81818,1.07339,0,4.92625e-05,4.92625e-05,4.92625e-05
207,32868.1,1.00136,1.94897,0.64341,0.96017,0,0.50379,0.22005,0.22379,0.13795,0.47845,0.19417,0.20073,0.10942,1.27471,2.53106,0.81825,1.07351,0,4.9015e-05,4.9015e-05,4.9015e-05
208,33035.5,0.99838,1.94561,0.63876,0.95855,0,0.50111,0.22123,0.22384,0.13797,0.47716,0.19425,0.2006,0.10948,1.27476,2.53089,0.81815,1.07355,0,4.87675e-05,4.87675e-05,4.87675e-05
209,33201.1,1.00025,1.95437,0.64175,0.96064,0,0.44687,0.2214,0.22389,0.13799,0.47897,0.19377,0.20045,0.10942,1.27524,2.53028,0.81818,1.07366,0,4.852e-05,4.852e-05,4.852e-05
210,33365.5,0.99649,1.9465,0.63852,0.9592,0,0.44144,0.22315,0.22391,0.13799,0.47983,0.19354,0.20094,0.10937,1.27516,2.52984,0.81812,1.07348,0,4.82725e-05,4.82725e-05,4.82725e-05
211,33531.6,1.00038,1.95846,0.64221,0.96067,0,0.44569,0.22263,0.22381,0.13794,0.47954,0.19351,0.20076,0.10939,1.27545,2.52976,0.81835,1.07358,0,4.8025e-05,4.8025e-05,4.8025e-05
212,33690.6,0.99538,1.94011,0.63778,0.95829,0,0.44554,0.22287,0.22359,0.13793,0.4809,0.19345,0.20102,0.10931,1.27564,2.52944,0.81825,1.07375,0,4.77775e-05,4.77775e-05,4.77775e-05
213,33852.4,0.9971,1.95142,0.63954,0.95741,0,0.44664,0.22263,0.22381,0.13797,0.48038,0.19341,0.2004,0.1092,1.27586,2.52994,0.81839,1.0739,0,4.753e-05,4.753e-05,4.753e-05
214,34012.4,0.99251,1.93269,0.6362,0.95654,0,0.44697,0.22252,0.22379,0.13802,0.47982,0.19336,0.20097,0.10921,1.27602,2.52912,0.81814,1.07402,0,4.72825e-05,4.72825e-05,4.72825e-05
215,34166.8,0.99839,1.94289,0.63538,0.95775,0,0.44547,0.22279,0.22371,0.13797,0.47964,0.19484,0.20159,0.10933,1.27616,2.52988,0.8183,1.07404,0,4.7035e-05,4.7035e-05,4.7035e-05
216,34321.8,0.99306,1.93483,0.63447,0.95769,0,0.44394,0.22284,0.22385,0.13798,0.48062,0.19504,0.20166,0.10924,1.27629,2.52913,0.81837,1.07416,0,4.67875e-05,4.67875e-05,4.67875e-05
217,34475.3,0.99839,1.94036,0.63656,0.95831,0,0.44428,0.22286,0.22378,0.13794,0.48003,0.19476,0.20108,0.10923,1.27649,2.52959,0.81824,1.07429,0,4.654e-05,4.654e-05,4.654e-05
218,34630,0.99242,1.93865,0.63493,0.95641,0,0.44425,0.223,0.2238,0.13796,0.47986,0.19507,0.20123,0.10931,1.27666,2.53145,0.81834,1.07428,0,4.62925e-05,4.62925e-05,4.62925e-05
219,34784.8,0.99173,1.937,0.63314,0.95663,0,0.44312,0.22328,0.22394,0.138,0.47875,0.19525,0.20105,0.10932,1.27667,2.532,0.81823,1.07438,0,4.6045e-05,4.6045e-05,4.6045e-05
220,34938.4,0.9918,1.93413,0.6328,0.95629,0,0.44349,0.22334,0.2239,0.1379,0.4778,0.1952,0.20128,0.10938,1.27681,2.53267,0.81809,1.07456,0,4.57975e-05,4.57975e-05,4.57975e-05
221,35093.1,0.99417,1.93634,0.63503,0.95598,0,0.44334,0.22327,0.22411,0.13796,0.47859,0.1953,0.20148,0.10946,1.2771,2.5335,0.81807,1.07464,0,4.555e-05,4.555e-05,4.555e-05
222,35248.5,0.98931,1.9339,0.63246,0.95407,0,0.44408,0.22291,0.22405,0.13801,0.47739,0.19492,0.20113,0.10934,1.27723,2.53357,0.81806,1.07471,0,4.53025e-05,4.53025e-05,4.53025e-05
223,35403.4,0.99166,1.93439,0.63251,0.95589,0,0.44465,0.22248,0.22435,0.13801,0.47478,0.19503,0.20102,0.10938,1.27729,2.53382,0.81809,1.0748,0,4.5055e-05,4.5055e-05,4.5055e-05
224,35557.7,0.98973,1.93291,0.63165,0.95497,0,0.4422,0.22282,0.22444,0.138,0.47756,0.19498,0.2012,0.10942,1.27754,2.53415,0.81795,1.07488,0,4.48075e-05,4.48075e-05,4.48075e-05
225,35712.8,0.99003,1.93246,0.63223,0.95416,0,0.44283,0.22228,0.22443,0.13799,0.47786,0.1949,0.20172,0.10946,1.27796,2.53441,0.818,1.0752,0,4.456e-05,4.456e-05,4.456e-05
226,35867.1,0.99145,1.93079,0.63318,0.95678,0,0.43962,0.22305,0.22427,0.13793,0.47958,0.19315,0.20116,0.10939,1.27821,2.53449,0.8181,1.07516,0,4.43125e-05,4.43125e-05,4.43125e-05
227,36023.5,0.98662,1.92002,0.62628,0.95207,0,0.43884,0.22367,0.22422,0.13792,0.47355,0.19515,0.20145,0.1094,1.27862,2.53517,0.81824,1.07536,0,4.4065e-05,4.4065e-05,4.4065e-05
228,36182.1,0.98947,1.92872,0.6322,0.95442,0,0.43786,0.22352,0.22403,0.13792,0.48064,0.1931,0.20117,0.10941,1.27869,2.53594,0.81821,1.07534,0,4.38175e-05,4.38175e-05,4.38175e-05
229,36336.8,0.98731,1.92355,0.62953,0.95355,0,0.43755,0.22347,0.22412,0.138,0.47896,0.19347,0.20107,0.10952,1.2789,2.53645,0.81818,1.07553,0,4.357e-05,4.357e-05,4.357e-05
230,36496.1,0.9862,1.92552,0.62649,0.95241,0,0.4368,0.22342,0.22431,0.1379,0.4804,0.19338,0.20082,0.10943,1.27909,2.53582,0.81814,1.07566,0,4.33225e-05,4.33225e-05,4.33225e-05
231,36648.4,0.98615,1.92187,0.62938,0.95199,0,0.43429,0.22363,0.22417,0.13791,0.47073,0.19286,0.20004,0.10944,1.27926,2.53573,0.81836,1.07566,0,4.3075e-05,4.3075e-05,4.3075e-05
232,36804.8,0.9827,1.91932,0.6248,0.95189,0,0.43358,0.22346,0.22399,0.13784,0.40898,0.19695,0.20043,0.1095,1.27953,2.53561,0.81824,1.07581,0,4.28275e-05,4.28275e-05,4.28275e-05
